seqnames,start,end,group
chr9,127948306,127948320,COAD
chr9,127948531,127948545,COAD
chr9,127949850,127949867,COAD
chr9,127950776,127950790,COAD
chr9,127951152,127951166,COAD
chr9,127955598,127955612,COAD
chr9,127960956,127960970,COAD
chr9,127962502,127962516,COAD
chr9,127965776,127965790,COAD
chr9,127967434,127967448,COAD
chr9,127968155,127968169,COAD
chr9,127970471,127970485,COAD
chr9,127971543,127971557,COAD
chr9,127971559,127971573,COAD
chr9,127973559,127973576,COAD
chr9,127973675,127973689,COAD
chr9,127973736,127973750,COAD
chr9,127974736,127974753,COAD
chr9,127980585,127980599,COAD
chr9,127981187,127981201,COAD
chr9,127992506,127992520,COAD
chr9,127996644,127996658,COAD
chr9,128006244,128006258,COAD
chr9,128011217,128011231,COAD
chr9,128035356,128035370,COAD
chr9,128043570,128043584,COAD
chr9,128051200,128051214,COAD
chr9,128052136,128052150,COAD
chr9,128054553,128054567,COAD
chr9,128062273,128062287,COAD
chr9,128062713,128062727,COAD
chr9,128063030,128063044,COAD
chr9,128068355,128068369,COAD
chr9,128070872,128070886,COAD
chr9,128080075,128080089,COAD
chr9,128082369,128082383,COAD
chr9,128084049,128084063,COAD
chr9,128089309,128089323,COAD
chr9,128098292,128098306,COAD
chr9,128099443,128099457,COAD
chr9,128100231,128100245,COAD
chr9,128101690,128101721,COAD
chr9,128101808,128101822,COAD
chr9,128103431,128103445,COAD
chr9,128106429,128106443,COAD
chr9,128106564,128106578,COAD
chr9,128106628,128106642,COAD
chr9,128109771,128109785,COAD
chr9,128113995,128114020,COAD
chr9,128117763,128117777,COAD
chr9,128117821,128117835,COAD
chr9,128120090,128120104,COAD
chr9,128120849,128120863,COAD
chr9,128122465,128122479,COAD
chr9,128123605,128123619,COAD
chr9,128124592,128124606,COAD
chr9,128125176,128125190,COAD
chr9,128129264,128129278,COAD
chr9,128130164,128130178,COAD
chr9,128131028,128131042,COAD
chr9,128135146,128135160,COAD
chr9,128144008,128144022,COAD
chr9,128144137,128144161,COAD
chr9,128145944,128145958,COAD
chr9,128150187,128150201,COAD
chr9,128150733,128150747,COAD
chr9,128150758,128150772,COAD
chr9,128153311,128153328,COAD
chr9,128153403,128153417,COAD
chr9,128157215,128157229,COAD
chr9,128160054,128160068,COAD
chr9,128164423,128164437,COAD
chr9,128175523,128175537,COAD
chr9,128178789,128178803,COAD
chr9,128181632,128181646,COAD
chr9,128190664,128190678,COAD
chr9,128191499,128191516,COAD
chr9,128191580,128191620,COAD
chr9,128191644,128191658,COAD
chr9,128201500,128201514,COAD
chr9,128201528,128201548,COAD
chr9,128203307,128203334,COAD
chr9,128205718,128205732,COAD
chr9,128206568,128206582,COAD
chr9,128211355,128211369,COAD
chr9,128211878,128211892,COAD
chr9,128214928,128214942,COAD
chr9,128216991,128217009,COAD
chr9,128218147,128218161,COAD
chr9,128218173,128218197,COAD
chr9,128218875,128218889,COAD
chr9,128221486,128221500,COAD
chr9,128221552,128221566,COAD
chr9,128225997,128226011,COAD
chr9,128226179,128226193,COAD
chr9,128242981,128242995,COAD
chr9,128243165,128243183,COAD
chr9,128245111,128245125,COAD
chr9,128253033,128253061,COAD
chr9,128253823,128253837,COAD
chr9,128255413,128255427,COAD
chr9,128256100,128256114,COAD
chr9,128259008,128259022,COAD
chr9,128259384,128259398,COAD
chr9,128276127,128276141,COAD
chr9,128294225,128294239,COAD
chr9,128295506,128295520,COAD
chr9,128296600,128296614,COAD
chr9,128329753,128329777,COAD
chr9,128340650,128340674,COAD
chr9,128341588,128341602,COAD
chr9,128360955,128360969,COAD
chr9,128362154,128362171,COAD
chr9,128362307,128362321,COAD
chr9,128363350,128363364,COAD
chr9,128364975,128364989,COAD
chr9,128365109,128365123,COAD
chr9,128411232,128411246,COAD
chr9,128412589,128412603,COAD
chr9,128420359,128420373,COAD
chr9,128420803,128420827,COAD
chr9,128438798,128438822,COAD
chr9,128455985,128455999,COAD
chr9,128456773,128456787,COAD
chr9,128504765,128504779,COAD
chr9,128551077,128551091,COAD
chr9,128557386,128557400,COAD
chr9,128624806,128624820,COAD
chr9,128625908,128625922,COAD
chr9,128626057,128626071,COAD
chr9,128628530,128628544,COAD
chr9,128628558,128628572,COAD
chr9,128629245,128629259,COAD
chr9,128629395,128629409,COAD
chr9,128632042,128632056,COAD
chr9,128632251,128632265,COAD
chr9,128634783,128634797,COAD
chr9,128634958,128634972,COAD
chr9,128635388,128635402,COAD
chr9,128636214,128636228,COAD
chr9,128643883,128643897,COAD
chr9,128648419,128648433,COAD
chr9,128653638,128653652,COAD
chr9,128656736,128656750,COAD
chr9,128659852,128659866,COAD
chr9,128663200,128663214,COAD
chr9,128681926,128681940,COAD
chr9,128690118,128690132,COAD
chr9,128691929,128691943,COAD
chr9,128692197,128692211,COAD
chr9,128702478,128702492,COAD
chr9,128721113,128721127,COAD
chr9,128722544,128722558,COAD
chr9,128724097,128724111,COAD
chr9,128724996,128725010,COAD
chr9,128733349,128733363,COAD
chr9,128733504,128733518,COAD
chr9,128739908,128739922,COAD
chr9,128739965,128739979,COAD
chr9,128764529,128764553,COAD
chr9,128771854,128771868,COAD
chr9,128771937,128771951,COAD
chr9,128787183,128787197,COAD
chr9,128787770,128787784,COAD
chr9,128818377,128818391,COAD
chr9,128818517,128818531,COAD
chr9,128818761,128818775,COAD
chr9,128819117,128819131,COAD
chr9,128819899,128819916,COAD
chr9,128821346,128821360,COAD
chr9,128821385,128821399,COAD
chr9,128822498,128822512,COAD
chr9,128824170,128824184,COAD
chr9,128828944,128828958,COAD
chr9,128829643,128829657,COAD
chr9,128845252,128845269,COAD
chr9,128852190,128852204,COAD
chr9,128860646,128860663,COAD
chr9,128862494,128862508,COAD
chr9,128863741,128863765,COAD
chr9,128879436,128879450,COAD
chr9,128884212,128884226,COAD
chr9,128885059,128885073,COAD
chr9,128888018,128888032,COAD
chr9,128892377,128892391,COAD
chr9,128892628,128892646,COAD
chr9,128893780,128893794,COAD
chr9,128899414,128899428,COAD
chr9,128900084,128900098,COAD
chr9,128901796,128901810,COAD
chr9,128901832,128901846,COAD
chr9,128910067,128910084,COAD
chr9,128911801,128911815,COAD
chr9,128912776,128912790,COAD
chr9,128913564,128913578,COAD
chr9,128917551,128917565,COAD
chr9,128922278,128922292,COAD
chr9,128926188,128926202,COAD
chr9,128927927,128927941,COAD
chr9,128928102,128928116,COAD
chr9,128931605,128931622,COAD
chr9,128947601,128947615,COAD
chr9,128947680,128947694,COAD
chr9,129002844,129002858,COAD
chr9,129005813,129005830,COAD
chr9,129006911,129006925,COAD
chr9,129006984,129006998,COAD
chr9,129008226,129008241,COAD
chr9,129008363,129008377,COAD
chr9,129009079,129009096,COAD
chr9,129009792,129009806,COAD
chr9,129023604,129023618,COAD
chr9,129026616,129026630,COAD
chr9,129032529,129032543,COAD
chr9,129034220,129034234,COAD
chr9,129036573,129036587,COAD
chr9,129036607,129036621,COAD
chr9,129039329,129039343,COAD
chr9,129040281,129040295,COAD
chr9,129052694,129052708,COAD
chr9,129069470,129069484,COAD
chr9,129075530,129075544,COAD
chr9,129081356,129081370,COAD
chr9,129081541,129081555,COAD
chr9,129083392,129083406,COAD
chr9,129093579,129093603,COAD
chr9,129093716,129093730,COAD
chr9,129096098,129096112,COAD
chr9,129096211,129096225,COAD
chr9,129100688,129100702,COAD
chr9,129103252,129103266,COAD
chr9,129131852,129131866,COAD
chr9,129138543,129138557,COAD
chr9,129139315,129139329,COAD
chr9,129141965,129141979,COAD
chr9,129143121,129143135,COAD
chr9,129143909,129143923,COAD
chr9,129145840,129145854,COAD
chr9,129146054,129146068,COAD
chr9,129146075,129146089,COAD
chr9,129148451,129148465,COAD
chr9,129159637,129159651,COAD
chr9,129159699,129159713,COAD
chr9,129162577,129162591,COAD
chr9,129163631,129163645,COAD
chr9,129171342,129171356,COAD
chr9,129174171,129174195,COAD
chr9,129175021,129175038,COAD
chr9,129177399,129177425,COAD
chr9,129179243,129179260,COAD
chr9,129180802,129180816,COAD
chr9,129181778,129181792,COAD
chr9,129202866,129202880,COAD
chr9,129202918,129202942,COAD
chr9,129226037,129226051,COAD
chr9,129226172,129226186,COAD
chr9,129236087,129236101,COAD
chr9,129261656,129261670,COAD
chr9,129278787,129278804,COAD
chr9,129280370,129280384,COAD
chr9,129285138,129285152,COAD
chr9,129315209,129315223,COAD
chr9,129317600,129317614,COAD
chr9,129319332,129319346,COAD
chr9,129319373,129319387,COAD
chr9,129319527,129319541,COAD
chr9,129331951,129331965,COAD
chr9,129332955,129332969,COAD
chr9,129334402,129334416,COAD
chr9,129342081,129342095,COAD
chr9,129343040,129343054,COAD
chr9,129343986,129344000,COAD
chr9,129346703,129346723,COAD
chr9,129351352,129351379,COAD
chr9,129351499,129351523,COAD
chr9,129352261,129352275,COAD
chr9,129352308,129352322,COAD
chr9,129352409,129352423,COAD
chr9,129362299,129362313,COAD
chr9,129383863,129383877,COAD
chr9,129384138,129384152,COAD
chr9,129394364,129394378,COAD
chr9,129406533,129406557,COAD
chr9,129409129,129409146,COAD
chr9,129416379,129416393,COAD
chr9,129416499,129416513,COAD
chr9,129421205,129421219,COAD
chr9,129422062,129422076,COAD
chr9,129422984,129422998,COAD
chr9,129423057,129423071,COAD
chr9,129423092,129423117,COAD
chr9,129426038,129426052,COAD
chr9,129428533,129428547,COAD
chr9,129430987,129431001,COAD
chr9,129431387,129431401,COAD
chr9,129438126,129438140,COAD
chr9,129440970,129440984,COAD
chr9,129441397,129441411,COAD
chr9,129442133,129442147,COAD
chr9,129451354,129451368,COAD
chr9,129459340,129459354,COAD
chr9,129460602,129460616,COAD
chr9,129461134,129461148,COAD
chr9,129465572,129465586,COAD
chr9,129469848,129469862,COAD
chr9,129470614,129470628,COAD
chr9,129471471,129471485,COAD
chr9,129471655,129471669,COAD
chr9,129476909,129476923,COAD
chr9,129479058,129479072,COAD
chr9,129480330,129480344,COAD
chr9,129480823,129480837,COAD
chr9,129482020,129482040,COAD
chr9,129483986,129484000,COAD
chr9,129484534,129484548,COAD
chr9,129487464,129487478,COAD
chr9,129497604,129497621,COAD
chr9,129497637,129497651,COAD
chr9,129497838,129497852,COAD
chr9,129501914,129501928,COAD
chr9,129508988,129509005,COAD
chr9,129550143,129550157,COAD
chr9,129550340,129550357,COAD
chr9,129555018,129555032,COAD
chr9,129556610,129556624,COAD
chr9,129557664,129557678,COAD
chr9,129558732,129558749,COAD
chr9,129559029,129559043,COAD
chr9,129559723,129559737,COAD
chr9,129562144,129562158,COAD
chr9,129567934,129567948,COAD
chr9,129568886,129568900,COAD
chr9,129568902,129568916,COAD
chr9,129568928,129568942,COAD
chr9,129569119,129569136,COAD
chr9,129570187,129570201,COAD
chr9,129572663,129572677,COAD
chr9,129572691,129572705,COAD
chr9,129583367,129583381,COAD
chr9,129587632,129587646,COAD
chr9,129594496,129594510,COAD
chr9,129596510,129596524,COAD
chr9,129597507,129597521,COAD
chr9,129603021,129603035,COAD
chr9,129604168,129604182,COAD
chr9,129604272,129604286,COAD
chr9,129606731,129606745,COAD
chr9,129607365,129607379,COAD
chr9,129607685,129607702,COAD
chr9,129608742,129608756,COAD
chr9,129610673,129610687,COAD
chr9,129610703,129610717,COAD
chr9,129610810,129610830,COAD
chr9,129611234,129611251,COAD
chr9,129613664,129613678,COAD
chr9,129617460,129617474,COAD
chr9,129620011,129620025,COAD
chr9,129620385,129620415,COAD
chr9,129621925,129621939,COAD
chr9,129624325,129624342,COAD
chr9,129626280,129626294,COAD
chr9,129638211,129638237,COAD
chr9,129638300,129638314,COAD
chr9,129642149,129642163,COAD
chr9,129642284,129642308,COAD
chr9,129642357,129642371,COAD
chr9,129642511,129642525,COAD
chr9,129651507,129651521,COAD
chr9,129668555,129668569,COAD
chr9,129682524,129682541,COAD
chr9,129687461,129687475,COAD
chr9,129694246,129694260,COAD
chr9,129701149,129701163,COAD
chr9,129721360,129721374,COAD
chr9,129726775,129726800,COAD
chr9,129737750,129737764,COAD
chr9,129737941,129737955,COAD
chr9,129753114,129753139,COAD
chr9,129757172,129757186,COAD
chr9,129757269,129757283,COAD
chr9,129759867,129759881,COAD
chr9,129768462,129768476,COAD
chr9,129777107,129777134,COAD
chr9,129783764,129783778,COAD
chr9,129783931,129783945,COAD
chr9,129790487,129790501,COAD
chr9,129799544,129799566,COAD
chr9,129809291,129809308,COAD
chr9,129812590,129812604,COAD
chr9,129813126,129813140,COAD
chr9,129813805,129813822,COAD
chr9,129813945,129813959,COAD
chr9,129814523,129814537,COAD
chr9,129815510,129815524,COAD
chr9,129824158,129824172,COAD
chr9,129829122,129829136,COAD
chr9,129836943,129836957,COAD
chr9,129839901,129839915,COAD
chr9,129839924,129839938,COAD
chr9,129840083,129840097,COAD
chr9,129881035,129881049,COAD
chr9,129885218,129885232,COAD
chr9,130004113,130004127,COAD
chr9,130053651,130053665,COAD
chr9,130053854,130053868,COAD
chr9,130053886,130053900,COAD
chr9,130099840,130099854,COAD
chr9,130107291,130107305,COAD
chr9,130132337,130132351,COAD
chr9,130132421,130132435,COAD
chr9,130150827,130150841,COAD
chr9,130156626,130156640,COAD
chr9,130156666,130156680,COAD
chr9,130156804,130156818,COAD
chr9,130156864,130156878,COAD
chr9,130164911,130164925,COAD
chr9,130171260,130171274,COAD
chr9,130172159,130172178,COAD
chr9,130172260,130172274,COAD
chr9,130183304,130183318,COAD
chr9,130187185,130187199,COAD
chr9,130187789,130187815,COAD
chr9,130216902,130216916,COAD
chr9,130236318,130236335,COAD
chr9,130238341,130238355,COAD
chr9,130239529,130239546,COAD
chr9,130239977,130239991,COAD
chr9,130240153,130240167,COAD
chr9,130264089,130264106,COAD
chr9,130268534,130268548,COAD
chr9,130268586,130268600,COAD
chr9,130289435,130289449,COAD
chr9,130311780,130311797,COAD
chr9,130311966,130311980,COAD
chr9,130311994,130312008,COAD
chr9,130313529,130313543,COAD
chr9,130320815,130320829,COAD
chr9,130320860,130320874,COAD
chr9,130323217,130323231,COAD
chr9,130327650,130327664,COAD
chr9,130328143,130328163,COAD
chr9,130347555,130347572,COAD
chr9,130349003,130349017,COAD
chr9,130349095,130349109,COAD
chr9,130349774,130349788,COAD
chr9,130369027,130369041,COAD
chr9,130382176,130382190,COAD
chr9,130382199,130382213,COAD
chr9,130382310,130382324,COAD
chr9,130383134,130383148,COAD
chr9,130383181,130383195,COAD
chr9,130383325,130383339,COAD
chr9,130391544,130391558,COAD
chr9,130393055,130393069,COAD
chr9,130393313,130393327,COAD
chr9,130394116,130394130,COAD
chr9,130398508,130398522,COAD
chr9,130398680,130398694,COAD
chr9,130398784,130398798,COAD
chr9,130402786,130402800,COAD
chr9,130408878,130408892,COAD
chr9,130414231,130414245,COAD
chr9,130415157,130415171,COAD
chr9,130415951,130415965,COAD
chr9,130417837,130417851,COAD
chr9,130418046,130418060,COAD
chr9,130421986,130422000,COAD
chr9,130426228,130426242,COAD
chr9,130427127,130427141,COAD
chr9,130430276,130430290,COAD
chr9,130432524,130432538,COAD
chr9,130433693,130433707,COAD
chr9,130433761,130433775,COAD
chr9,130433965,130433979,COAD
chr9,130434061,130434075,COAD
chr9,130437540,130437554,COAD
chr9,130444810,130444824,COAD
chr9,130444853,130444867,COAD
chr9,130446432,130446446,COAD
chr9,130447144,130447158,COAD
chr9,130448189,130448206,COAD
chr9,130453599,130453613,COAD
chr9,130454259,130454277,COAD
chr9,130454339,130454353,COAD
chr9,130458609,130458623,COAD
chr9,130463148,130463162,COAD
chr9,130498475,130498489,COAD
chr9,130500636,130500650,COAD
chr9,130501453,130501467,COAD
chr9,130535948,130535962,COAD
chr9,130536311,130536325,COAD
chr9,130543164,130543178,COAD
chr9,130548361,130548375,COAD
chr9,130562215,130562229,COAD
chr9,130562419,130562433,COAD
chr9,130677424,130677438,COAD
chr9,130677537,130677558,COAD
chr9,130681222,130681243,COAD
chr9,130682700,130682716,COAD
chr9,130684344,130684358,COAD
chr9,130691364,130691378,COAD
chr9,130701230,130701244,COAD
chr9,130701805,130701819,COAD
chr9,130712600,130712614,COAD
chr9,130713143,130713167,COAD
chr9,130728466,130728480,COAD
chr9,130732420,130732437,COAD
chr9,130771130,130771144,COAD
chr9,130793831,130793848,COAD
chr9,130860936,130860950,COAD
chr9,130861106,130861120,COAD
chr9,130862965,130862979,COAD
chr9,130863045,130863059,COAD
chr9,130863787,130863801,COAD
chr9,130866554,130866568,COAD
chr9,130893771,130893785,COAD
chr9,130895303,130895317,COAD
chr9,130895575,130895589,COAD
chr9,130896259,130896283,COAD
chr9,130897922,130897936,COAD
chr9,130898422,130898436,COAD
chr9,130898825,130898839,COAD
chr9,130899085,130899099,COAD
chr9,130899281,130899301,COAD
chr9,130899343,130899358,COAD
chr9,130901724,130901738,COAD
chr9,130924723,130924737,COAD
chr9,130924754,130924768,COAD
chr9,130928745,130928759,COAD
chr9,130929918,130929932,COAD
chr9,130933051,130933065,COAD
chr9,130936275,130936289,COAD
chr9,130936556,130936570,COAD
chr9,130936574,130936588,COAD
chr9,130936613,130936627,COAD
chr9,130939235,130939249,COAD
chr9,130939297,130939311,COAD
chr9,130939360,130939384,COAD
chr9,130940458,130940472,COAD
chr9,130941252,130941276,COAD
chr9,130943326,130943340,COAD
chr9,130946199,130946213,COAD
chr9,130956924,130956938,COAD
chr9,130988985,130988999,COAD
chr9,130998490,130998504,COAD
chr9,131009020,131009054,COAD
chr9,131009082,131009099,COAD
chr9,131009113,131009144,COAD
chr9,131018806,131018820,COAD
chr9,131046698,131046715,COAD
chr9,131046903,131046917,COAD
chr9,131058014,131058028,COAD
chr9,131091814,131091828,COAD
chr9,131091904,131091918,COAD
chr9,131092035,131092049,COAD
chr9,131096468,131096482,COAD
chr9,131096684,131096698,COAD
chr9,131098939,131098953,COAD
chr9,131163074,131163088,COAD
chr9,131178469,131178483,COAD
chr9,131252380,131252394,COAD
chr9,131252409,131252423,COAD
chr9,131256563,131256577,COAD
chr9,131275501,131275515,COAD
chr9,131276803,131276821,COAD
chr9,131277515,131277546,COAD
chr9,131278859,131278873,COAD
chr9,131280463,131280477,COAD
chr9,131287932,131287946,COAD
chr9,131310936,131310950,COAD
chr9,131311105,131311119,COAD
chr9,131313075,131313089,COAD
chr9,131336420,131336434,COAD
chr9,131347499,131347513,COAD
chr9,131349107,131349121,COAD
chr9,131350211,131350225,COAD
chr9,131361677,131361691,COAD
chr9,131366985,131366999,COAD
chr9,131383360,131383374,COAD
chr9,131395662,131395676,COAD
chr9,131398219,131398233,COAD
chr9,131402901,131402915,COAD
chr9,131402929,131402943,COAD
chr9,131407755,131407769,COAD
chr9,131420971,131420985,COAD
chr9,131422665,131422679,COAD
chr9,131425311,131425325,COAD
chr9,131476109,131476135,COAD
chr9,131491490,131491504,COAD
chr9,131491518,131491532,COAD
chr9,131492222,131492236,COAD
chr9,131500965,131500979,COAD
chr9,131503033,131503047,COAD
chr9,131504235,131504249,COAD
chr9,131504387,131504401,COAD
chr9,131531273,131531287,COAD
chr9,131531311,131531325,COAD
chr9,131531501,131531515,COAD
chr9,131546609,131546623,COAD
chr9,131546772,131546786,COAD
chr9,131591344,131591358,COAD
chr9,131606107,131606121,COAD
chr9,131626046,131626060,COAD
chr9,131626205,131626219,COAD
chr9,131626265,131626279,COAD
chr9,131628319,131628333,COAD
chr9,131630376,131630390,COAD
chr9,131633279,131633303,COAD
chr9,131657360,131657374,COAD
chr9,131658359,131658373,COAD
chr9,131668842,131668856,COAD
chr9,131668958,131668972,COAD
chr9,131669119,131669136,COAD
chr9,131698257,131698271,COAD
chr9,131704396,131704410,COAD
chr9,131714734,131714748,COAD
chr9,131717129,131717143,COAD
chr9,131718092,131718106,COAD
chr9,131718299,131718313,COAD
chr9,131733680,131733694,COAD
chr9,131736396,131736410,COAD
chr9,131737511,131737528,COAD
chr9,131737887,131737901,COAD
chr9,131739737,131739751,COAD
chr9,131740120,131740134,COAD
chr9,131740209,131740223,COAD
chr9,131741010,131741024,COAD
chr9,131741203,131741217,COAD
chr9,131747567,131747581,COAD
chr9,131755776,131755793,COAD
chr9,131755931,131755945,COAD
chr9,131762500,131762514,COAD
chr9,131762628,131762645,COAD
chr9,131810561,131810575,COAD
chr9,131810804,131810818,COAD
chr9,131981691,131981705,COAD
chr9,132169974,132169996,COAD
chr9,132217285,132217299,COAD
chr9,132217432,132217446,COAD
chr9,132236557,132236571,COAD
chr9,132238713,132238727,COAD
chr9,132241101,132241125,COAD
chr9,132242111,132242125,COAD
chr9,132243619,132243633,COAD
chr9,132249369,132249383,COAD
chr9,132252782,132252796,COAD
chr9,132268913,132268930,COAD
chr9,132411241,132411255,COAD
chr9,132482470,132482484,COAD
chr9,132507833,132507847,COAD
chr9,132531419,132531433,COAD
chr9,132544153,132544167,COAD
chr9,132546280,132546298,COAD
chr9,132546767,132546781,COAD
chr9,132546994,132547008,COAD
chr9,132575219,132575233,COAD
chr9,132632336,132632350,COAD
chr9,132640198,132640212,COAD
chr9,132650061,132650075,COAD
chr9,132651358,132651372,COAD
chr9,132668855,132668869,COAD
chr9,132671291,132671305,COAD
chr9,132673587,132673601,COAD
chr9,132730537,132730551,COAD
chr9,132743946,132743960,COAD
chr9,132745323,132745337,COAD
chr9,132798091,132798105,COAD
chr9,132799168,132799182,COAD
chr9,132800321,132800335,COAD
chr9,132800440,132800454,COAD
chr9,132812555,132812579,COAD
chr9,132878332,132878356,COAD
chr9,132886597,132886611,COAD
chr9,132902011,132902025,COAD
chr9,132970338,132970352,COAD
chr9,132972756,132972770,COAD
chr9,132972975,132972989,COAD
chr9,132977689,132977703,COAD
chr9,132977822,132977836,COAD
chr9,132977923,132977937,COAD
chr9,132982832,132982846,COAD
chr9,132990785,132990799,COAD
chr9,132991093,132991107,COAD
chr9,132994661,132994675,COAD
chr9,133007532,133007546,COAD
chr9,133008772,133008786,COAD
chr9,133022316,133022330,COAD
chr9,133022510,133022527,COAD
chr9,133023325,133023339,COAD
chr9,133025469,133025483,COAD
chr9,133041074,133041088,COAD
chr9,133048709,133048723,COAD
chr9,133049934,133049948,COAD
chr9,133050193,133050207,COAD
chr9,133050388,133050402,COAD
chr9,133050950,133050964,COAD
chr9,133051045,133051059,COAD
chr9,133055234,133055248,COAD
chr9,133056755,133056769,COAD
chr9,133057001,133057015,COAD
chr9,133057024,133057038,COAD
chr9,133058289,133058303,COAD
chr9,133060509,133060523,COAD
chr9,133066223,133066237,COAD
chr9,133066291,133066305,COAD
chr9,133066348,133066362,COAD
chr9,133074636,133074650,COAD
chr9,133087814,133087828,COAD
chr9,133087918,133087932,COAD
chr9,133089344,133089358,COAD
chr9,133089378,133089392,COAD
chr9,133098279,133098293,COAD
chr9,133100312,133100326,COAD
chr9,133103344,133103362,COAD
chr9,133106858,133106872,COAD
chr9,133107278,133107292,COAD
chr9,133107472,133107486,COAD
chr9,133110392,133110406,COAD
chr9,133112079,133112093,COAD
chr9,133114131,133114145,COAD
chr9,133114680,133114694,COAD
chr9,133116578,133116592,COAD
chr9,133116892,133116906,COAD
chr9,133117865,133117879,COAD
chr9,133118048,133118062,COAD
chr9,133119305,133119319,COAD
chr9,133121270,133121284,COAD
chr9,133123537,133123551,COAD
chr9,133124739,133124753,COAD
chr9,133127696,133127710,COAD
chr9,133129264,133129278,COAD
chr9,133133058,133133072,COAD
chr9,133133212,133133226,COAD
chr9,133134083,133134097,COAD
chr9,133138164,133138181,COAD
chr9,133139249,133139263,COAD
chr9,133139297,133139311,COAD
chr9,133142094,133142108,COAD
chr9,133142918,133142932,COAD
chr9,133144384,133144398,COAD
chr9,133144433,133144447,COAD
chr9,133144593,133144610,COAD
chr9,133145289,133145303,COAD
chr9,133146899,133146913,COAD
chr9,133147676,133147693,COAD
chr9,133149208,133149222,COAD
chr9,133149237,133149251,COAD
chr9,133149587,133149601,COAD
chr9,133151228,133151242,COAD
chr9,133151581,133151595,COAD
chr9,133151648,133151662,COAD
chr9,133152308,133152322,COAD
chr9,133154085,133154099,COAD
chr9,133155868,133155882,COAD
chr9,133180091,133180105,COAD
chr9,133185164,133185178,COAD
chr9,133186205,133186219,COAD
chr9,133188409,133188423,COAD
chr9,133188507,133188521,COAD
chr9,133209355,133209369,COAD
chr9,133209794,133209808,COAD
chr9,133223373,133223387,COAD
chr9,133228936,133228950,COAD
chr9,133234015,133234032,COAD
chr9,133237034,133237048,COAD
chr9,133238336,133238350,COAD
chr9,133238464,133238478,COAD
chr9,133239256,133239270,COAD
chr9,133241311,133241328,COAD
chr9,133246780,133246794,COAD
chr9,133252105,133252119,COAD
chr9,133252414,133252428,COAD
chr9,133254462,133254476,COAD
chr9,133256069,133256083,COAD
chr9,133256216,133256230,COAD
chr9,133261221,133261235,COAD
chr9,133275216,133275241,COAD
chr9,133275253,133275277,COAD
chr9,133277696,133277710,COAD
chr9,133329525,133329539,COAD
chr9,133333825,133333839,COAD
chr9,133342158,133342172,COAD
chr9,133342686,133342704,COAD
chr9,133344654,133344668,COAD
chr9,133344686,133344700,COAD
chr9,133347961,133347975,COAD
chr9,133348087,133348101,COAD
chr9,133352165,133352179,COAD
chr9,133354802,133354816,COAD
chr9,133356530,133356544,COAD
chr9,133357438,133357452,COAD
chr9,133359478,133359492,COAD
chr9,133359520,133359534,COAD
chr9,133365005,133365019,COAD
chr9,133371963,133371977,COAD
chr9,133376261,133376275,COAD
chr9,133376433,133376447,COAD
chr9,133378040,133378054,COAD
chr9,133389255,133389269,COAD
chr9,133397106,133397120,COAD
chr9,133397229,133397243,COAD
chr9,133399544,133399558,COAD
chr9,133403944,133403958,COAD
chr9,133404071,133404085,COAD
chr9,133406984,133406998,COAD
chr9,133407197,133407224,COAD
chr9,133413243,133413257,COAD
chr9,133413838,133413852,COAD
chr9,133417848,133417862,COAD
chr9,133421802,133421816,COAD
chr9,133425983,133425997,COAD
chr9,133426225,133426239,COAD
chr9,133426352,133426366,COAD
chr9,133428569,133428600,COAD
chr9,133429717,133429731,COAD
chr9,133437997,133438011,COAD
chr9,133439115,133439132,COAD
chr9,133445593,133445607,COAD
chr9,133449775,133449789,COAD
chr9,133457355,133457372,COAD
chr9,133457567,133457581,COAD
chr9,133459955,133459969,COAD
chr9,133460251,133460265,COAD
chr9,133460492,133460506,COAD
chr9,133462041,133462055,COAD
chr9,133463251,133463265,COAD
chr9,133463332,133463346,COAD
chr9,133463434,133463448,COAD
chr9,133463978,133463992,COAD
chr9,133469791,133469805,COAD
chr9,133471993,133472013,COAD
chr9,133479142,133479159,COAD
chr9,133484791,133484805,COAD
chr9,133484808,133484822,COAD
chr9,133485011,133485025,COAD
chr9,133485092,133485106,COAD
chr9,133486486,133486503,COAD
chr9,133491433,133491462,COAD
chr9,133494207,133494221,COAD
chr9,133506820,133506834,COAD
chr9,133509850,133509864,COAD
chr9,133510911,133510925,COAD
chr9,133511162,133511176,COAD
chr9,133513094,133513108,COAD
chr9,133513240,133513254,COAD
chr9,133513427,133513441,COAD
chr9,133515177,133515191,COAD
chr9,133524356,133524370,COAD
chr9,133533235,133533252,COAD
chr9,133539617,133539631,COAD
chr9,133539733,133539747,COAD
chr9,133559017,133559031,COAD
chr9,133570334,133570351,COAD
chr9,133574567,133574581,COAD
chr9,133583855,133583869,COAD
chr9,133585141,133585155,COAD
chr9,133586566,133586580,COAD
chr9,133591315,133591329,COAD
chr9,133609198,133609212,COAD
chr9,133609294,133609308,COAD
chr9,133609391,133609405,COAD
chr9,133609413,133609427,COAD
chr9,133633321,133633341,COAD
chr9,133633405,133633419,COAD
chr9,133633442,133633456,COAD
chr9,133703667,133703681,COAD
chr9,133712494,133712508,COAD
chr9,133713340,133713354,COAD
chr9,133726490,133726507,COAD
chr9,133727458,133727480,COAD
chr9,133729896,133729910,COAD
chr9,133732075,133732089,COAD
chr9,133738628,133738642,COAD
chr9,133743129,133743143,COAD
