seqnames,start,end
chr7,49852829,49852843
chr7,50092661,50092675
chr7,50093262,50093276
chr7,50205516,50205530
chr7,50418202,50418216
chr7,50418267,50418281
chr7,50418288,50418302
chr7,50450265,50450287
chr7,50468142,50468159
chr7,50468198,50468212
chr7,50513731,50513745
chr7,50513857,50513874
chr7,50552230,50552244
chr7,50595680,50595694
chr7,50653093,50653107
chr7,50653420,50653434
chr7,50679443,50679457
chr7,50706603,50706617
chr7,50711445,50711459
chr7,50715090,50715104
chr7,50716149,50716163
chr7,50782447,50782461
chr7,50782498,50782512
chr7,50826872,50826886
chr7,50827051,50827065
chr7,50963144,50963155
chr7,50999830,50999844
chr7,51067851,51067865
chr7,51079617,51079635
chr7,51161208,51161225
chr7,51162904,51162918
chr7,51223223,51223237
chr7,51225488,51225502
chr7,51250150,51250164
chr7,51260819,51260833
chr7,51262190,51262207
chr7,51278727,51278741
chr7,51290675,51290689
chr7,51319150,51319164
chr7,51319349,51319366
chr7,51319448,51319462
chr7,51367241,51367255
chr7,51369426,51369440
chr7,51369985,51369999
chr7,51430649,51430663
chr7,51543847,51543864
chr7,51544019,51544036
chr7,52018628,52018642
chr7,52260257,52260271
chr7,52842408,52842422
chr7,54546939,54546953
chr7,54664518,54664532
chr7,54664686,54664700
chr7,54687747,54687761
chr7,54705719,54705733
chr7,54774323,54774337
chr7,54785369,54785391
chr7,54788743,54788757
chr7,54839791,54839812
chr7,54877854,54877868
chr7,54971023,54971037
chr7,55074008,55074022
chr7,55079160,55079174
chr7,55122480,55122498
chr7,55144511,55144525
chr7,55181235,55181249
chr7,55181330,55181347
chr7,55186199,55186213
chr7,55212833,55212847
chr7,55213003,55213017
chr7,55250390,55250407
chr7,55255010,55255024
chr7,55255708,55255728
chr7,55280117,55280131
chr7,55415379,55415393
chr7,55433375,55433389
chr7,55514947,55514961
chr7,55521722,55521736
chr7,55521794,55521811
chr7,55535260,55535274
chr7,55550237,55550251
chr7,55552671,55552685
chr7,55582595,55582609
chr7,55582780,55582794
chr7,55593940,55593957
chr7,55641369,55641383
chr7,55715655,55715669
chr7,55964720,55964734
chr7,56005007,56005024
chr7,56007332,56007346
chr7,56049000,56049014
chr7,56074483,56074497
chr7,56083292,56083306
chr7,57240762,57240779
chr7,57305382,57305396
chr7,57308788,57308805
chr7,57361581,57361595
chr7,57361735,57361751
chr7,57370191,57370205
chr7,63015822,63015836
chr7,64463631,64463645
chr7,64619274,64619288
chr7,64849423,64849437
chr7,64888236,64888260
chr7,64903156,64903170
chr7,64951438,64951452
chr7,64999479,64999493
chr7,65006501,65006517
chr7,65216590,65216604
chr7,65239793,65239807
chr7,65239898,65239912
chr7,65307925,65307939
chr7,65373738,65373752
chr7,65397935,65397949
chr7,65722459,65722473
chr7,65751026,65751040
chr7,66014152,66014166
chr7,66031048,66031062
chr7,66075755,66075769
chr7,66506237,66506262
chr7,66522751,66522768
chr7,66557531,66557545
chr7,66557741,66557755
chr7,66610021,66610035
chr7,66629302,66629316
chr7,66737956,66737970
chr7,66952757,66952771
chr7,67129277,67129291
chr7,67250329,67250343
chr7,67371978,67371992
chr7,67378374,67378388
chr7,67625358,67625372
chr7,68177186,68177204
chr7,70042628,70042642
chr7,70161810,70161824
chr7,70193684,70193698
chr7,70271777,70271791
chr7,70446873,70446887
chr7,70446942,70446956
chr7,70523854,70523868
chr7,70698417,70698431
chr7,70829325,70829339
chr7,70857106,70857120
chr7,71733225,71733239
chr7,71752277,71752291
chr7,72494267,72494281
chr7,72830158,72830172
chr7,72915209,72915223
chr7,73247262,73247276
chr7,73324176,73324190
chr7,73324311,73324335
chr7,73324417,73324431
chr7,73342743,73342757
chr7,73342856,73342870
chr7,73373962,73373976
chr7,73418310,73418328
chr7,73423696,73423710
chr7,73431430,73431444
chr7,73436494,73436508
chr7,73451972,73451986
chr7,73520131,73520145
chr7,73555548,73555562
chr7,73569331,73569345
chr7,73607174,73607188
chr7,73613079,73613093
chr7,73624614,73624628
chr7,73627116,73627130
chr7,73629416,73629430
chr7,73669492,73669506
chr7,73700872,73700886
chr7,73701717,73701734
chr7,73703893,73703907
chr7,73703955,73703969
chr7,73725906,73725920
chr7,73734869,73734883
chr7,73735030,73735044
chr7,73743175,73743189
chr7,73761832,73761846
chr7,73768937,73768951
chr7,73810670,73810684
chr7,73829982,73829996
chr7,73842644,73842658
chr7,73855715,73855729
chr7,73865051,73865065
chr7,73866313,73866331
chr7,73870163,73870177
chr7,73960760,73960789
chr7,73960862,73960876
chr7,73970944,73970958
chr7,73977283,73977297
chr7,73977299,73977316
chr7,73979306,73979323
chr7,73983923,73983937
chr7,73988473,73988487
chr7,73992171,73992197
chr7,73992456,73992470
chr7,74006883,74006897
chr7,74012995,74013021
chr7,74014035,74014049
chr7,74023175,74023189
chr7,74024024,74024038
chr7,74026978,74027006
chr7,74051851,74051865
chr7,74062322,74062336
chr7,74066226,74066240
chr7,74068002,74068019
chr7,74183885,74183899
chr7,74203357,74203371
chr7,74205889,74205903
chr7,74206748,74206772
chr7,74269990,74270004
chr7,74275460,74275474
chr7,74290539,74290553
chr7,74365598,74365612
chr7,74393847,74393861
chr7,74401432,74401446
chr7,74417563,74417577
chr7,74450105,74450119
chr7,74466667,74466681
chr7,74473317,74473331
chr7,74499075,74499089
chr7,74501454,74501470
chr7,74504406,74504420
chr7,74507777,74507791
chr7,74526079,74526093
chr7,74568754,74568768
chr7,74606555,74606589
chr7,74616636,74616650
chr7,74625595,74625609
chr7,74641273,74641287
chr7,74850954,74850968
chr7,75003979,75003993
chr7,75004115,75004129
chr7,75046355,75046369
chr7,75046568,75046582
chr7,75073766,75073780
chr7,75077743,75077757
chr7,75527597,75527611
chr7,75643065,75643079
chr7,75649651,75649665
chr7,75728386,75728400
chr7,75741233,75741247
chr7,75757217,75757231
chr7,75762625,75762639
chr7,75829972,75829999
chr7,75866639,75866653
chr7,75866814,75866828
chr7,75866841,75866855
chr7,75878958,75878972
chr7,75893034,75893048
chr7,75931898,75931912
chr7,75944056,75944083
chr7,75951849,75951863
chr7,75981650,75981664
chr7,75985654,75985671
chr7,75991088,75991116
chr7,75992479,75992493
chr7,76020298,76020315
chr7,76029831,76029845
chr7,76107881,76107895
chr7,76130767,76130781
chr7,76165484,76165498
chr7,76178286,76178306
chr7,76201736,76201750
chr7,76235308,76235322
chr7,76249422,76249436
chr7,76251259,76251273
chr7,76260533,76260547
chr7,76263116,76263130
chr7,76281831,76281845
chr7,76282568,76282582
chr7,76291797,76291811
chr7,76305235,76305249
chr7,76314404,76314422
chr7,76314480,76314494
chr7,76376627,76376641
chr7,76383246,76383260
chr7,76393326,76393347
chr7,76397586,76397604
chr7,76409699,76409716
chr7,76438051,76438065
chr7,76461924,76461938
chr7,76486914,76486928
chr7,76501752,76501766
chr7,76512365,76512379
chr7,76516097,76516111
chr7,76599466,76599480
chr7,76613998,76614012
chr7,76619198,76619212
chr7,77122293,77122307
chr7,77199618,77199632
chr7,77247394,77247411
chr7,77306427,77306441
chr7,77332040,77332054
chr7,77416432,77416446
chr7,77439730,77439744
chr7,77651738,77651752
chr7,77653979,77653993
chr7,77657938,77657952
chr7,77694353,77694367
chr7,77697113,77697116
chr7,77759477,77759491
chr7,77990040,77990057
chr7,78019407,78019421
chr7,78020738,78020752
chr7,78040368,78040392
chr7,78040463,78040477
chr7,78043255,78043269
chr7,79282237,79282251
chr7,79453987,79453998
chr7,80019353,80019367
chr7,80428623,80428637
chr7,80520579,80520593
chr7,80699221,80699235
chr7,80771791,80771805
chr7,80916942,80916956
chr7,81182261,81182275
chr7,81182456,81182470
chr7,81411884,81411898
chr7,81447544,81447558
chr7,81470202,81470216
chr7,81499825,81499839
chr7,82572407,82572421
chr7,82593979,82593993
chr7,82810839,82810853
chr7,83271406,83271420
chr7,83468613,83468627
chr7,83685192,83685206
chr7,83732580,83732594
chr7,83936249,83936263
chr7,85030995,85031009
chr7,85041792,85041806
chr7,85554455,85554469
chr7,85750571,85750585
chr7,86469869,86469883
chr7,86654179,86654197
chr7,86848462,86848476
chr7,86926836,86926850
chr7,86939388,86939402
chr7,87039882,87039896
chr7,87040299,87040318
chr7,87237047,87237061
chr7,87291623,87291639
chr7,87312452,87312466
chr7,87345533,87345547
chr7,87416875,87416892
chr7,87465464,87465478
chr7,87564442,87564456
chr7,87797992,87798006
chr7,87926823,87926837
chr7,88220085,88220102
chr7,88243437,88243451
chr7,88345421,88345435
chr7,88357453,88357467
chr7,88357492,88357509
chr7,88358417,88358442
chr7,88546908,88546922
chr7,88759408,88759422
chr7,88759537,88759551
chr7,89623229,89623243
chr7,89719114,89719128
chr7,89719253,89719267
chr7,90152807,90152821
chr7,90154378,90154402
chr7,90156543,90156557
chr7,90262625,90262639
chr7,90298348,90298362
chr7,90321024,90321038
chr7,90413068,90413085
chr7,90427949,90427963
chr7,90455612,90455626
chr7,90708931,90708945
chr7,90749998,90750012
chr7,91034663,91034677
chr7,91089542,91089556
chr7,91288423,91288437
chr7,91784657,91784671
chr7,91880788,91880805
chr7,92134484,92134498
chr7,92179044,92179058
chr7,92424421,92424435
chr7,92424491,92424505
chr7,92461705,92461719
chr7,92486281,92486295
chr7,92528533,92528548
chr7,92528551,92528565
chr7,92528639,92528653
chr7,92605838,92605852
chr7,92608881,92608895
chr7,92610085,92610099
chr7,92681762,92681776
chr7,92691706,92691720
chr7,92833133,92833147
chr7,93055809,93055823
chr7,93228420,93228434
chr7,93232573,93232587
chr7,93442916,93442930
chr7,93622577,93622591
chr7,94087941,94087955
chr7,94289163,94289177
chr7,94395623,94395637
chr7,94436191,94436205
chr7,94580645,94580659
chr7,94656210,94656224
chr7,94658054,94658068
chr7,94698451,94698465
chr7,94888724,94888738
chr7,95199974,95199988
chr7,95247042,95247056
chr7,95324580,95324597
chr7,95435007,95435021
chr7,95477164,95477178
chr7,95478924,95478938
chr7,95511871,95511885
chr7,95527608,95527622
chr7,95545159,95545173
chr7,95684257,95684271
chr7,95686309,95686323
chr7,95687929,95687943
chr7,95690489,95690503
chr7,95690731,95690745
chr7,95723769,95723783
chr7,95916762,95916776
chr7,96135300,96135314
chr7,96321466,96321483
chr7,96415108,96415122
chr7,96585432,96585451
chr7,97006566,97006580
chr7,97027837,97027851
chr7,97065162,97065176
chr7,97076032,97076046
chr7,97076140,97076154
chr7,97104822,97104836
chr7,97117497,97117511
chr7,97117602,97117616
chr7,97179638,97179652
chr7,97499393,97499421
chr7,97733521,97733535
chr7,97778921,97778940
chr7,97835737,97835754
chr7,97845795,97845809
chr7,97928461,97928475
chr7,97928587,97928601
chr7,97972102,97972116
chr7,97973387,97973401
chr7,97973597,97973611
chr7,98013639,98013653
chr7,98021693,98021713
chr7,98051310,98051328
chr7,98106729,98106743
chr7,98166340,98166354
chr7,98168794,98168808
chr7,98178529,98178543
chr7,98178646,98178660
chr7,98210556,98210570
chr7,98211254,98211268
chr7,98214152,98214169
chr7,98218243,98218257
chr7,98241546,98241560
chr7,98242307,98242321
chr7,98279432,98279446
chr7,98287697,98287713
chr7,98289378,98289392
chr7,98291865,98291879
chr7,98292638,98292652
chr7,98294997,98295011
chr7,98295967,98295981
chr7,98321429,98321443
chr7,98322510,98322530
chr7,98366166,98366180
chr7,98421173,98421200
chr7,98433484,98433498
chr7,98470855,98470869
chr7,98617159,98617173
chr7,98619737,98619751
chr7,98745889,98745911
chr7,98836998,98837012
chr7,98841935,98841949
chr7,98865191,98865205
chr7,98872505,98872519
chr7,98999102,98999126
chr7,99020300,99020314
chr7,99034171,99034185
chr7,99038364,99038384
chr7,99040555,99040579
chr7,99079222,99079236
chr7,99125553,99125567
chr7,99162516,99162530
chr7,99270891,99270905
chr7,99313080,99313097
chr7,99359927,99359941
chr7,99365700,99365714
chr7,99366796,99366810
chr7,99372843,99372857
chr7,99378562,99378576
chr7,99395676,99395697
chr7,99399901,99399915
chr7,99404818,99404832
chr7,99405002,99405020
chr7,99415712,99415726
chr7,99435190,99435214
chr7,99448113,99448127
chr7,99458544,99458558
chr7,99580412,99580426
chr7,99679847,99679861
chr7,99693496,99693510
chr7,99693699,99693713
chr7,99700169,99700183
chr7,99752626,99752640
chr7,99784032,99784046
chr7,99838173,99838187
chr7,99913308,99913322
chr7,99929554,99929571
chr7,99929663,99929677
chr7,99956216,99956230
chr7,99979937,99979961
chr7,99991048,99991062
chr7,99994348,99994362
chr7,100023644,100023658
chr7,100027405,100027419
chr7,100044909,100044923
chr7,100048847,100048864
chr7,100049873,100049887
chr7,100053446,100053460
chr7,100081935,100081949
chr7,100088033,100088047
chr7,100088950,100088964
chr7,100091532,100091546
chr7,100101655,100101669
chr7,100102384,100102398
chr7,100106442,100106456
chr7,100111668,100111682
chr7,100115688,100115702
chr7,100119488,100119502
chr7,100125902,100125916
chr7,100131150,100131167
chr7,100131991,100132005
chr7,100132800,100132814
chr7,100153783,100153797
chr7,100167976,100167990
chr7,100169471,100169485
chr7,100171479,100171499
chr7,100171537,100171551
chr7,100218133,100218155
chr7,100337176,100337190
chr7,100345150,100345157
chr7,100355410,100355424
chr7,100407744,100407762
chr7,100450616,100450633
chr7,100450844,100450858
chr7,100466196,100466210
chr7,100469412,100469426
chr7,100479327,100479341
chr7,100479474,100479488
chr7,100483412,100483439
chr7,100483568,100483606
chr7,100489911,100489925
chr7,100490040,100490054
chr7,100490117,100490143
chr7,100493934,100493948
chr7,100538994,100539010
chr7,100539078,100539092
chr7,100559947,100559961
chr7,100564068,100564082
chr7,100568312,100568326
chr7,100570101,100570115
chr7,100570504,100570518
chr7,100573779,100573793
chr7,100577375,100577389
chr7,100604829,100604843
chr7,100608530,100608544
chr7,100614942,100614956
chr7,100626696,100626710
chr7,100626726,100626740
chr7,100629498,100629512
chr7,100642760,100642781
chr7,100656424,100656438
chr7,100656487,100656501
chr7,100673356,100673373
chr7,100689664,100689678
chr7,100691823,100691837
chr7,100705421,100705435
chr7,100720116,100720130
chr7,100725454,100725468
chr7,100745439,100745453
chr7,100791986,100792000
chr7,100792115,100792132
chr7,100794287,100794301
chr7,100814061,100814075
chr7,100852653,100852669
chr7,100866131,100866145
chr7,100866321,100866335
chr7,100892604,100892618
chr7,100895934,100895977
chr7,100896823,100896837
chr7,100897100,100897114
chr7,100897281,100897298
chr7,100916874,100916888
chr7,101059504,101059518
chr7,101077760,101077774
chr7,101095007,101095021
chr7,101138775,101138789
chr7,101144188,101144202
chr7,101165616,101165638
chr7,101169943,101169967
chr7,101185348,101185362
chr7,101192668,101192682
chr7,101232692,101232706
chr7,101234037,101234051
chr7,101234057,101234071
chr7,101252430,101252444
chr7,101283159,101283173
chr7,101290578,101290602
chr7,101364104,101364118
chr7,101440577,101440591
chr7,101538981,101539005
chr7,101542986,101543000
chr7,101599201,101599222
chr7,101599245,101599259
chr7,101602580,101602594
chr7,101609152,101609166
chr7,101615186,101615200
chr7,101681323,101681337
chr7,101688479,101688506
chr7,101740102,101740116
chr7,101743632,101743646
chr7,101743747,101743761
chr7,101814201,101814215
chr7,101814296,101814317
chr7,101818905,101818922
chr7,101941063,101941077
chr7,101942070,101942084
chr7,101943479,101943493
chr7,101945037,101945051
chr7,101986645,101986659
chr7,102063925,102063942
chr7,102102582,102102596
chr7,102125394,102125408
chr7,102125444,102125458
chr7,102153384,102153398
chr7,102157035,102157049
chr7,102157149,102157163
chr7,102170438,102170452
chr7,102236856,102236880
chr7,102272398,102272415
chr7,102274230,102274250
chr7,102278061,102278075
chr7,102279632,102279646
chr7,102282754,102282768
chr7,102288134,102288148
chr7,102291679,102291693
chr7,102304849,102304863
chr7,102304974,102304988
chr7,102307240,102307254
chr7,102321469,102321483
chr7,102390913,102390927
chr7,102404777,102404791
chr7,102425944,102425958
chr7,102433393,102433419
chr7,102446338,102446352
chr7,102446439,102446453
chr7,102450457,102450471
chr7,102451728,102451742
chr7,102456206,102456220
chr7,102457575,102457589
chr7,102464965,102464982
chr7,102467240,102467257
chr7,102470655,102470669
chr7,102470712,102470726
chr7,102690049,102690063
chr7,103061860,103061874
chr7,103131328,103131342
chr7,103297369,103297383
chr7,103407062,103407076
chr7,103446108,103446122
chr7,104231603,104231617
chr7,104483004,104483018
chr7,104883840,104883857
chr7,104918779,104918793
chr7,104923046,104923060
chr7,104927274,104927298
chr7,104943683,104943697
chr7,104981400,104981414
chr7,105164119,105164133
chr7,105388965,105388979
chr7,105388981,105388995
chr7,105389050,105389057
chr7,105401753,105401777
chr7,105429894,105429908
chr7,105439812,105439826
chr7,105488167,105488181
chr7,105522276,105522290
chr7,105532102,105532116
chr7,105637989,105638003
chr7,105652419,105652433
chr7,105652532,105652546
chr7,105655837,105655851
chr7,105657111,105657125
chr7,105665034,105665048
chr7,105759405,105759419
chr7,105760405,105760422
chr7,105791184,105791198
chr7,105809422,105809436
chr7,105934759,105934773
chr7,106009641,106009669
chr7,106009843,106009857
chr7,106041307,106041321
chr7,106041472,106041486
chr7,106042818,106042832
chr7,106042973,106042987
chr7,106050198,106050212
chr7,106057108,106057122
chr7,106058837,106058851
chr7,106166895,106166909
chr7,106176849,106176878
chr7,106286639,106286653
chr7,106345733,106345756
chr7,106367218,106367232
chr7,106462574,106462588
chr7,106542647,106542661
chr7,106542719,106542733
chr7,106736697,106736711
chr7,106737419,106737433
chr7,106780118,106780146
chr7,106793208,106793222
chr7,106895490,106895504
chr7,107044598,107044636
chr7,107147233,107147247
chr7,107202044,107202058
chr7,107463309,107463323
chr7,107508437,107508456
chr7,107564169,107564183
chr7,107580443,107580457
chr7,107758857,107758871
chr7,107777780,107777794
chr7,107874813,107874827
chr7,107879551,107879565
chr7,108016913,108016927
chr7,108109483,108109497
chr7,108109611,108109625
chr7,108114303,108114317
chr7,108146413,108146427
chr7,108181230,108181248
chr7,108341169,108341183
chr7,108460149,108460163
chr7,108524635,108524649
chr7,108526167,108526191
chr7,108539115,108539132
chr7,110387147,110387161
chr7,110442501,110442515
chr7,110693405,110693419
chr7,111486748,111486762
chr7,111499341,111499355
chr7,111735863,111735877
chr7,111741918,111741932
chr7,111752373,111752387
chr7,111853776,111853790
chr7,111855434,111855448
chr7,111953829,111953843
chr7,112415069,112415083
chr7,112423064,112423078
chr7,112424121,112424148
chr7,112445349,112445363
chr7,112448793,112448807
chr7,112462549,112462563
chr7,112480553,112480567
chr7,112496031,112496048
chr7,112550633,112550647
chr7,112790449,112790463
chr7,112792019,112792033
chr7,112866558,112866572
chr7,112869341,112869355
chr7,112869368,112869382
chr7,112898753,112898770
chr7,112898875,112898889
chr7,113159932,113159946
chr7,113263163,113263182
chr7,113289338,113289352
chr7,113421879,113421893
chr7,113421916,113421930
chr7,113710474,113710488
chr7,113743310,113743324
chr7,113743435,113743449
chr7,113774375,113774389
chr7,114082085,114082099
chr7,114255783,114255797
chr7,114865749,114865763
chr7,114979614,114979628
chr7,115191520,115191534
chr7,115676276,115676290
chr7,115680096,115680110
chr7,115989789,115989803
chr7,116169203,116169217
chr7,116169430,116169444
chr7,116180391,116180405
chr7,116258851,116258865
chr7,116408854,116408868
chr7,116442531,116442551
chr7,116499680,116499694
chr7,116524821,116524842
chr7,116524919,116524933
chr7,116589191,116589205
chr7,116591948,116591962
chr7,116598466,116598480
chr7,116690002,116690016
chr7,116723953,116723967
chr7,116724085,116724099
chr7,116786923,116786937
chr7,116803038,116803056
chr7,116809877,116809891
chr7,116930602,116930619
chr7,116985009,116985023
chr7,117119628,117119642
chr7,117127758,117127772
chr7,117213185,117213202
chr7,117674574,117674588
chr7,117715983,117715997
chr7,117872385,117872399
chr7,118094256,118094270
chr7,118105015,118105029
chr7,118196058,118196072
chr7,118918749,118918763
chr7,119176205,119176219
chr7,119197876,119197890
chr7,119198117,119198131
chr7,119198238,119198252
chr7,119270136,119270150
chr7,120110484,120110498
chr7,120779283,120779297
chr7,120792191,120792208
chr7,120987770,120987787
chr7,120988666,120988680
chr7,120996527,120996541
chr7,121004314,121004331
chr7,121081508,121081522
chr7,121108101,121108115
chr7,121385769,121385783
chr7,121396032,121396056
chr7,121396394,121396414
chr7,121438543,121438557
chr7,121446690,121446704
chr7,121449494,121449508
chr7,121547687,121547701
chr7,121605437,121605451
chr7,121873077,121873097
chr7,121994738,121994752
chr7,122093126,122093140
chr7,122239013,122239027
chr7,122239063,122239082
chr7,122284934,122284948
chr7,122302117,122302131
chr7,122803563,122803577
chr7,122834848,122834862
chr7,122867578,122867592
chr7,123054926,123054946
chr7,123154441,123154458
chr7,123208990,123209004
chr7,123532921,123532935
chr7,123581018,123581032
chr7,123594879,123594894
chr7,123624753,123624767
chr7,123635743,123635757
chr7,123749190,123749204
chr7,123749275,123749289
chr7,123771455,123771469
chr7,123798010,123798024
chr7,123846126,123846143
chr7,123865704,123865718
chr7,123916631,123916645
chr7,124099976,124099990
chr7,124276189,124276207
chr7,124785371,124785385
chr7,124856470,124856488
chr7,126608425,126608439
chr7,126701307,126701321
chr7,126803253,126803267
chr7,127347828,127347856
chr7,127514706,127514720
chr7,127589027,127589041
chr7,127629425,127629447
chr7,127708908,127708922
chr7,127792926,127792940
chr7,127913136,127913150
chr7,128035913,128035927
chr7,128135839,128135853
chr7,128237072,128237086
chr7,128292560,128292574
chr7,128347736,128347750
chr7,128361617,128361634
chr7,128387863,128387877
chr7,128389565,128389594
chr7,128398733,128398763
chr7,128425954,128425968
chr7,128427472,128427486
chr7,128427926,128427940
chr7,128434517,128434531
chr7,128455746,128455760
chr7,128458359,128458376
chr7,128459492,128459506
chr7,128461552,128461566
chr7,128474432,128474446
chr7,128609114,128609128
chr7,128791385,128791399
chr7,128792175,128792189
chr7,128794227,128794244
chr7,128794433,128794447
chr7,128842170,128842184
chr7,128842389,128842403
chr7,128842906,128842920
chr7,128851441,128851455
chr7,128860242,128860266
chr7,128870047,128870065
chr7,128871113,128871127
chr7,128872672,128872686
chr7,128874668,128874682
chr7,128883764,128883778
chr7,128889197,128889211
chr7,128890839,128890863
chr7,128904822,128904836
chr7,128937860,128937879
chr7,129007860,129007874
chr7,129091673,129091687
chr7,129110838,129110852
chr7,129164100,129164118
chr7,129169355,129169369
chr7,129210660,129210687
chr7,129214032,129214056
chr7,129218723,129218737
chr7,129224894,129224913
chr7,129226072,129226086
chr7,129271928,129271942
chr7,129371027,129371041
chr7,129376659,129376675
chr7,129530847,129530861
chr7,129551048,129551062
chr7,129607930,129607944
chr7,129635726,129635740
chr7,129664585,129664599
chr7,129796499,129796513
chr7,129824943,129824957
chr7,129825020,129825034
chr7,129827535,129827549
chr7,129830180,129830194
chr7,129832547,129832561
chr7,129923906,129923920
chr7,129924002,129924016
chr7,129971026,129971040
chr7,130010638,130010652
chr7,130011023,130011037
chr7,130051229,130051243
chr7,130072327,130072341
chr7,130146924,130146938
chr7,130149802,130149816
chr7,130153254,130153268
chr7,130242713,130242737
chr7,130278224,130278238
chr7,130357306,130357320
chr7,130369721,130369739
chr7,130845360,130845374
chr7,130853592,130853606
chr7,130887517,130887531
chr7,130896451,130896465
chr7,130897118,130897146
chr7,130901243,130901257
chr7,130904930,130904944
chr7,130939581,130939595
chr7,130960032,130960050
chr7,130961334,130961348
chr7,130982338,130982352
chr7,130990788,130990802
chr7,130996430,130996444
chr7,131008108,131008122
chr7,131008931,131008945
chr7,131008949,131008963
chr7,131011469,131011483
chr7,131027339,131027362
chr7,131040611,131040625
chr7,131069399,131069413
chr7,131106109,131106123
chr7,131225644,131225658
chr7,131303297,131303311
chr7,131327835,131327849
chr7,131347539,131347553
chr7,131356388,131356402
chr7,131502503,131502517
chr7,131503103,131503117
chr7,131503834,131503848
chr7,131508038,131508052
chr7,131513705,131513719
chr7,131546787,131546801
chr7,131556671,131556708
chr7,131556729,131556743
chr7,131586334,131586348
chr7,131586466,131586480
chr7,131627874,131627888
chr7,131654858,131654875
chr7,131689302,131689316
chr7,131692221,131692235
chr7,131859345,131859359
chr7,131909552,131909567
chr7,131945547,131945561
chr7,131948726,131948740
chr7,132004842,132004856
chr7,132028710,132028724
chr7,132031175,132031189
chr7,132049900,132049914
chr7,132075577,132075591
chr7,132075653,132075667
chr7,132081254,132081268
chr7,132138914,132138928
chr7,132161395,132161409
chr7,132224688,132224702
chr7,132226325,132226339
chr7,132249882,132249896
chr7,132252163,132252177
chr7,132318916,132318933
chr7,132386427,132386441
chr7,132580895,132580909
chr7,133082096,133082110
chr7,133853799,133853813
chr7,133853954,133853968
chr7,133854971,133854985
chr7,133991125,133991139
chr7,134032290,134032304
chr7,134141451,134141465
chr7,134358417,134358437
chr7,134420712,134420726
chr7,134458443,134458457
chr7,134459152,134459166
chr7,134513365,134513379
chr7,134514760,134514774
chr7,134519883,134519897
chr7,134520318,134520332
chr7,134552255,134552269
chr7,134606503,134606517
chr7,134633135,134633149
chr7,134711109,134711123
chr7,134750270,134750284
chr7,134864066,134864080
chr7,134943985,134943999
chr7,134986489,134986503
chr7,135147398,135147412
chr7,135164422,135164436
chr7,135274665,135274679
chr7,135281629,135281643
chr7,135281689,135281703
chr7,135320443,135320457
chr7,135335835,135335849
chr7,135512293,135512307
chr7,135558640,135558654
chr7,135621438,135621452
chr7,135645498,135645512
chr7,135660527,135660541
chr7,135673000,135673014
chr7,135772881,135772895
chr7,135919390,135919404
chr7,135923686,135923700
chr7,136406381,136406395
chr7,137592455,137592469
chr7,137656443,137656457
chr7,137899288,137899305
chr7,137903805,137903819
chr7,137970585,137970599
chr7,138009003,138009020
chr7,138097530,138097544
chr7,138161686,138161707
chr7,138161855,138161869
chr7,138460953,138460967
chr7,138738904,138738921
chr7,138785880,138785894
chr7,138785953,138785967
chr7,138886648,138886662
chr7,138891233,138891247
chr7,139017240,139017254
chr7,139038037,139038051
chr7,139075231,139075245
chr7,139113063,139113077
chr7,139341269,139341283
chr7,139434740,139434754
chr7,139500153,139500167
chr7,139560968,139560982
chr7,139621024,139621042
chr7,139646093,139646111
chr7,139688346,139688360
chr7,139727402,139727416
chr7,139731462,139731476
chr7,139758584,139758601
chr7,139775085,139775099
chr7,139775974,139775988
chr7,140002464,140002478
chr7,140004099,140004113
chr7,140060942,140060956
chr7,140079233,140079247
chr7,140200357,140200371
chr7,140200496,140200510
chr7,140238317,140238331
chr7,140239773,140239787
chr7,140304706,140304720
chr7,140343320,140343348
chr7,140348670,140348684
chr7,140398365,140398379
chr7,140435736,140435750
chr7,140444200,140444214
chr7,140475936,140475950
chr7,140493265,140493279
chr7,140507106,140507120
chr7,140512741,140512755
chr7,140518082,140518099
chr7,140518234,140518251
chr7,140653591,140653605
chr7,140660315,140660329
chr7,140661307,140661321
chr7,140675440,140675454
chr7,140811256,140811270
chr7,141012267,141012281
chr7,141014934,141014948
chr7,141014954,141014968
chr7,141533501,141533515
chr7,141551524,141551538
chr7,141650087,141650101
chr7,141654649,141654663
chr7,141663992,141664006
chr7,141675293,141675307
chr7,141701999,141702013
chr7,141703660,141703674
chr7,141738196,141738210
chr7,141976242,141976256
chr7,142013293,142013316
chr7,142130628,142130642
chr7,142153573,142153587
chr7,142306349,142306366
chr7,142358063,142358077
chr7,142384639,142384653
chr7,142385632,142385646
chr7,142459648,142459662
chr7,142478617,142478631
chr7,142483529,142483543
chr7,142496686,142496700
chr7,142496864,142496878
chr7,142504127,142504141
chr7,142516152,142516166
chr7,142521845,142521859
chr7,142535209,142535223
chr7,142587713,142587729
chr7,142587773,142587787
chr7,142626605,142626619
chr7,142632694,142632708
chr7,142783495,142783509
chr7,142813587,142813601
chr7,142854040,142854054
chr7,142855058,142855072
chr7,142866479,142866493
chr7,142873428,142873445
chr7,142881087,142881101
chr7,142909701,142909715
chr7,142939741,142939755
chr7,142939790,142939804
chr7,143003637,143003651
chr7,143008094,143008111
chr7,143049186,143049200
chr7,143129394,143129408
chr7,143215224,143215242
chr7,143215281,143215295
chr7,143240759,143240773
chr7,143259796,143259810
